Year,Host_City,Host_Country,Country,Gold,Silver,Bronze,M_Total,Men,Women,P_Total,Population,Latitude,Longtitude,Participation_Per_Ten_Million,Discipline,Age,Country,Gender
,,,,,,,,,,,,,,,Wheelchair Rugby,38,Great Britain,Male
,,,,,,,,,,,,,,,Swimming,30,Portugal,Male
,,,,,,,,,,,,,,,Athletics,24,Brazil,Female
,,,,,,,,,,,,,,,Athletics,44,Poland,Male
,,,,,,,,,,,,,,,Sitting Volleyball,38,Brazil,Female
,,,,,,,,,,,,,,,Wheelchair Tennis,34,Brazil,Male
,,,,,,,,,,,,,,,Sitting Volleyball,37,Brazil,Male
,,,,,,,,,,,,,,,Wheelchair Rugby,41,Canada,Male
,,,,,,,,,,,,,,,Swimming,22,Brazil,Female
,,,,,,,,,,,,,,,Athletics,55,Brazil,Female
,,,,,,,,,,,,,,,Table Tennis,18,Brazil,Female
,,,,,,,,,,,,,,,Athletics,27,Venezuela,Male
,,,,,,,,,,,,,,,Athletics,18,Ecuador,Female
,,,,,,,,,,,,,,,Cycling Road,48,United States of America,Male
,,,,,,,,,,,,,,,Football 5-a-side,33,Spain,Male
,,,,,,,,,,,,,,,Rowing,32,Spain,Female
,,,,,,,,,,,,,,,Athletics,27,Spain,Male
,,,,,,,,,,,,,,,Judo,30,Cuba,Male
,,,,,,,,,,,,,,,Powerlifting,37,Cuba,Female
,,,,,,,,,,,,,,,Athletics,31,Mexico,Female
,,,,,,,,,,,,,,,Swimming,63,Spain,Male
,,,,,,,,,,,,,,,Athletics,32,Spain,Female
,,,,,,,,,,,,,,,Triathlon,32,Spain,Female
,,,,,,,,,,,,,,,Shooting,40,Poland,Male
,,,,,,,,,,,,,,,Athletics,32,Australia,Male
,,,,,,,,,,,,,,,Athletics,24,United States of America,Male
,,,,,,,,,,,,,,,Goalball,31,Germany,Male
,,,,,,,,,,,,,,,Swimming,27,Spain,Male
,,,,,,,,,,,,,,,Swimming,50,Colombia,Male
,,,,,,,,,,,,,,,Athletics,28,Venezuela,Female
,,,,,,,,,,,,,,,Athletics,46,Poland,Male
,,,,,,,,,,,,,,,Wheelchair Rugby,37,New Zealand,Male
,,,,,,,,,,,,,,,Table Tennis,18,Costa Rica,Male
,,,,,,,,,,,,,,,Athletics,22,United States of America,Male
,,,,,,,,,,,,,,,Boccia,36,Belgium,Male
,,,,,,,,,,,,,,,Athletics,24,Argentina,Female
,,,,,,,,,,,,,,,Athletics,23,Malaysia,Male
,,,,,,,,,,,,,,,Wheelchair Fencing,32,People's Republic of China,Female
,,,,,,,,,,,,,,,Badminton,50,Germany,Female
,,,,,,,,,,,,,,,Badminton,48,Great Britain,Male
,,,,,,,,,,,,,,,Athletics,20,Netherlands,Female
,,,,,,,,,,,,,,,Athletics,28,Latvia,Female
,,,,,,,,,,,,,,,Badminton,21,Denmark,Female
,,,,,,,,,,,,,,,Table Tennis,36,Denmark,Male
,,,,,,,,,,,,,,,Rowing,39,Australia,Female
,,,,,,,,,,,,,,,Table Tennis,26,Italy,Female
,,,,,,,,,,,,,,,Powerlifting,31,Islamic Republic of Iran,Male
,,,,,,,,,,,,,,,Swimming,24,France,Female
,,,,,,,,,,,,,,,Wheelchair Fencing,23,Canada,Male
,,,,,,,,,,,,,,,Rowing,22,Great Britain,Female
,,,,,,,,,,,,,,,Athletics,24,Great Britain,Male
,,,,,,,,,,,,,,,Swimming,27,Canada,Female
,,,,,,,,,,,,,,,Equestrian,42,France,Female
,,,,,,,,,,,,,,,Canoe Sprint,42,Hungary,Male
,,,,,,,,,,,,,,,Athletics,25,Netherlands,Female
,,,,,,,,,,,,,,,Cycling Road,36,People's Republic of China,Female
,,,,,,,,,,,,,,,Cycling Track,36,People's Republic of China,Female
,,,,,,,,,,,,,,,Swimming,23,People's Republic of China,Male
,,,,,,,,,,,,,,,Archery,59,Spain,Female
,,,,,,,,,,,,,,,Athletics,23,RPC,Female
,,,,,,,,,,,,,,,Athletics,26,RPC,Male
,,,,,,,,,,,,,,,Judo,34,RPC,Male
,,,,,,,,,,,,,,,Swimming,26,United States of America,Female
,,,,,,,,,,,,,,,Canoe Sprint,35,Brazil,Male
,,,,,,,,,,,,,,,Athletics,32,Mexico,Male
,,,,,,,,,,,,,,,Athletics,24,Argentina,Female
,,,,,,,,,,,,,,,Wheelchair Basketball,39,Spain,Female
,,,,,,,,,,,,,,,Wheelchair Basketball,30,Spain,Male
,,,,,,,,,,,,,,,Triathlon,32,Spain,Male
,,,,,,,,,,,,,,,Table Tennis,42,Spain,Male
,,,,,,,,,,,,,,,Wheelchair Basketball,56,Spain,Female
,,,,,,,,,,,,,,,Archery,32,Great Britain,Female
,,,,,,,,,,,,,,,Swimming,31,Norway,Female
,,,,,,,,,,,,,,,Swimming,24,Great Britain,Female
,,,,,,,,,,,,,,,Athletics,46,Italy,Male
,,,,,,,,,,,,,,,Judo,34,Mexico,Female
,,,,,,,,,,,,,,,Athletics,29,Bulgaria,Male
,,,,,,,,,,,,,,,Shooting,30,RPC,Female
,,,,,,,,,,,,,,,Wheelchair Rugby,29,Great Britain,Male
,,,,,,,,,,,,,,,Wheelchair Basketball,30,United States of America,Female
,,,,,,,,,,,,,,,Athletics,20,Sweden,Male
,,,,,,,,,,,,,,,Athletics,38,Tunisia,Male
,,,,,,,,,,,,,,,Athletics,41,Tunisia,Female
,,,,,,,,,,,,,,,Wheelchair Basketball,36,Islamic Republic of Iran,Male
,,,,,,,,,,,,,,,Wheelchair Tennis,48,Israel,Male
,,,,,,,,,,,,,,,Shooting,47,Spain,Male
,,,,,,,,,,,,,,,Athletics,18,Italy,Female
,,,,,,,,,,,,,,,Rowing,43,Brazil,Female
,,,,,,,,,,,,,,,Wheelchair Basketball,29,Australia,Female
,,,,,,,,,,,,,,,Swimming,23,South Africa,Male
,,,,,,,,,,,,,,,Wheelchair Basketball,27,Germany,Male
,,,,,,,,,,,,,,,Athletics,21,Morocco,Male
,,,,,,,,,,,,,,,Boccia,28,Thailand,Male
,,,,,,,,,,,,,,,Shooting,47,Thailand,Female
,,,,,,,,,,,,,,,Badminton,38,Thailand,Female
,,,,,,,,,,,,,,,Judo,22,Azerbaijan,Female
,,,,,,,,,,,,,,,Boccia,26,RPC,Male
,,,,,,,,,,,,,,,Table Tennis,32,RPC,Female
,,,,,,,,,,,,,,,Swimming,19,Ukraine,Female
,,,,,,,,,,,,,,,Athletics,25,RPC,Male
,,,,,,,,,,,,,,,Sitting Volleyball,33,Japan,Male
,,,,,,,,,,,,,,,Wheelchair Basketball,38,Great Britain,Male
,,,,,,,,,,,,,,,Badminton,22,Norway,Female
,,,,,,,,,,,,,,,Athletics,32,Algeria,Female
,,,,,,,,,,,,,,,Swimming,23,RPC,Male
,,,,,,,,,,,,,,,Swimming,22,Japan,Male
,,,,,,,,,,,,,,,Powerlifting,38,Japan,Female
,,,,,,,,,,,,,,,Wheelchair Fencing,32,Japan,Female
,,,,,,,,,,,,,,,Athletics,51,Mexico,Female
,,,,,,,,,,,,,,,Wheelchair Rugby,34,France,Male
,,,,,,,,,,,,,,,Athletics,43,Islamic Republic of Iran,Male
,,,,,,,,,,,,,,,Table Tennis,42,Egypt,Male
,,,,,,,,,,,,,,,Sitting Volleyball,41,Islamic Republic of Iran,Male
,,,,,,,,,,,,,,,Goalball,34,Canada,Female
,,,,,,,,,,,,,,,Swimming,31,Belarus,Male
,,,,,,,,,,,,,,,Swimming,26,Azerbaijan,Male
,,,,,,,,,,,,,,,Swimming,22,Spain,Male
,,,,,,,,,,,,,,,Swimming,22,Spain,Male
,,,,,,,,,,,,,,,Athletics,26,Uzbekistan,Male
,,,,,,,,,,,,,,,Swimming,31,Kazakhstan,Male
,,,,,,,,,,,,,,,Taekwondo,22,United States of America,Female
,,,,,,,,,,,,,,,Athletics,23,El Salvador,Female
,,,,,,,,,,,,,,,Table Tennis,27,Brazil,Male
,,,,,,,,,,,,,,,Equestrian,31,Italy,Female
,,,,,,,,,,,,,,,Athletics,25,Brazil,Female
,,,,,,,,,,,,,,,Judo,19,Uzbekistan,Female
,,,,,,,,,,,,,,,Rowing,19,Ukraine,Male
,,,,,,,,,,,,,,,Taekwondo,39,Argentina,Male
,,,,,,,,,,,,,,,Athletics,18,United States of America,Male
,,,,,,,,,,,,,,,Rowing,38,Israel,Female
,,,,,,,,,,,,,,,Wheelchair Tennis,35,Japan,Male
,,,,,,,,,,,,,,,Athletics,19,Mexico,Female
,,,,,,,,,,,,,,,Wheelchair Basketball,29,United States of America,Male
,,,,,,,,,,,,,,,Wheelchair Basketball,31,Spain,Male
,,,,,,,,,,,,,,,Football 5-a-side,20,Spain,Male
,,,,,,,,,,,,,,,Swimming,26,Mexico,Male
,,,,,,,,,,,,,,,Triathlon,34,Spain,Male
,,,,,,,,,,,,,,,Boccia,25,Mexico,Male
,,,,,,,,,,,,,,,Swimming,19,Spain,Male
,,,,,,,,,,,,,,,Athletics,24,India,Male
,,,,,,,,,,,,,,,Athletics,35,Croatia,Male
,,,,,,,,,,,,,,,Athletics,36,Kenya,Male
,,,,,,,,,,,,,,,Athletics,30,Peru,Male
,,,,,,,,,,,,,,,Athletics,23,Gambia,Female
,,,,,,,,,,,,,,,Goalball,20,Japan,Male
,,,,,,,,,,,,,,,Cycling Road,31,Spain,Male
,,,,,,,,,,,,,,,Cycling Track,31,Spain,Male
,,,,,,,,,,,,,,,Swimming,15,Peru,Male
,,,,,,,,,,,,,,,Canoe Sprint,42,Brazil,Female
,,,,,,,,,,,,,,,Canoe Sprint,39,Portugal,Male
,,,,,,,,,,,,,,,Athletics,31,Portugal,Female
,,,,,,,,,,,,,,,Athletics,33,Venezuela,Male
,,,,,,,,,,,,,,,Boccia,35,Brazil,Male
,,,,,,,,,,,,,,,Wheelchair Fencing,37,Brazil,Female
,,,,,,,,,,,,,,,Athletics,36,Brazil,Male
,,,,,,,,,,,,,,,Wheelchair Basketball,46,Colombia,Male
,,,,,,,,,,,,,,,Athletics,23,RPC,Female
,,,,,,,,,,,,,,,Swimming,19,United States of America,Male
,,,,,,,,,,,,,,,Athletics,29,Oman,Female
,,,,,,,,,,,,,,,Rowing,27,Argentina,Female
,,,,,,,,,,,,,,,Judo,28,Kazakhstan,Male
,,,,,,,,,,,,,,,Badminton,30,India,Male
,,,,,,,,,,,,,,,Athletics,26,RPC,Male
,,,,,,,,,,,,,,,Archery,34,Italy,Female
,,,,,,,,,,,,,,,Shooting,48,Japan,Male
,,,,,,,,,,,,,,,Sitting Volleyball,35,Japan,Male
,,,,,,,,,,,,,,,Athletics,23,Japan,Female
,,,,,,,,,,,,,,,Football 5-a-side,42,Japan,Male
,,,,,,,,,,,,,,,Football 5-a-side,45,Japan,Male
,,,,,,,,,,,,,,,Wheelchair Tennis,40,Israel,Male
,,,,,,,,,,,,,,,Table Tennis,43,Spain,Male
,,,,,,,,,,,,,,,Football 5-a-side,36,Japan,Male
,,,,,,,,,,,,,,,Athletics,31,Japan,Male
,,,,,,,,,,,,,,,Badminton,22,Japan,Female
,,,,,,,,,,,,,,,Football 5-a-side,35,France,Male
,,,,,,,,,,,,,,,Boccia,19,Great Britain,Male
,,,,,,,,,,,,,,,Rowing,38,France,Female
,,,,,,,,,,,,,,,Shooting,49,Serbia,Male
,,,,,,,,,,,,,,,Table Tennis,40,France,Male
,,,,,,,,,,,,,,,Archery,33,Turkey,Male
,,,,,,,,,,,,,,,Sitting Volleyball,31,RPC,Male
,,,,,,,,,,,,,,,Athletics,31,Cuba,Male
,,,,,,,,,,,,,,,Swimming,23,Ukraine,Female
,,,,,,,,,,,,,,,Athletics,30,Japan,Female
,,,,,,,,,,,,,,,Athletics,27,Australia,Male
,,,,,,,,,,,,,,,Wheelchair Basketball,34,Turkey,Male
,,,,,,,,,,,,,,,Wheelchair Basketball,23,Islamic Republic of Iran,Male
,,,,,,,,,,,,,,,Judo,33,Uzbekistan,Male
,,,,,,,,,,,,,,,Athletics,29,United States of America,Female
,,,,,,,,,,,,,,,Wheelchair Rugby,42,United States of America,Male
,,,,,,,,,,,,,,,Rowing,41,Italy,Female
,,,,,,,,,,,,,,,Athletics,23,Germany,Male
,,,,,,,,,,,,,,,Athletics,36,Switzerland,Female
,,,,,,,,,,,,,,,Wheelchair Tennis,38,Netherlands,Male
,,,,,,,,,,,,,,,Athletics,47,Germany,Male
,,,,,,,,,,,,,,,Cycling Road,35,Belgium,Male
,,,,,,,,,,,,,,,Cycling Track,35,Belgium,Male
,,,,,,,,,,,,,,,Sitting Volleyball,19,United States of America,Female
,,,,,,,,,,,,,,,Taekwondo,32,France,Female
,,,,,,,,,,,,,,,Sitting Volleyball,35,Germany,Male
,,,,,,,,,,,,,,,Sitting Volleyball,38,Germany,Male
,,,,,,,,,,,,,,,Cycling Road,35,Germany,Female
,,,,,,,,,,,,,,,Cycling Track,35,Germany,Female
,,,,,,,,,,,,,,,Cycling Road,38,Germany,Male
,,,,,,,,,,,,,,,Triathlon,43,Netherlands,Male
,,,,,,,,,,,,,,,Sitting Volleyball,26,Germany,Male
,,,,,,,,,,,,,,,Equestrian,48,Canada,Female
,,,,,,,,,,,,,,,Swimming,21,Australia,Male
,,,,,,,,,,,,,,,Table Tennis,29,Germany,Male
,,,,,,,,,,,,,,,Wheelchair Fencing,21,Germany,Male
,,,,,,,,,,,,,,,Athletics,19,Australia,Female
,,,,,,,,,,,,,,,Swimming,17,United States of America,Female
,,,,,,,,,,,,,,,Table Tennis,49,Germany,Male
,,,,,,,,,,,,,,,Swimming,53,Brazil,Female
,,,,,,,,,,,,,,,Wheelchair Basketball,37,United States of America,Female
,,,,,,,,,,,,,,,Wheelchair Rugby,28,Denmark,Male
,,,,,,,,,,,,,,,Wheelchair Basketball,27,Germany,Male
,,,,,,,,,,,,,,,Swimming,31,Germany,Female
,,,,,,,,,,,,,,,Athletics,19,Netherlands,Female
,,,,,,,,,,,,,,,Equestrian,22,"Hong Kong, China",Female
,,,,,,,,,,,,,,,Sitting Volleyball,46,Germany,Male
,,,,,,,,,,,,,,,Wheelchair Tennis,21,Netherlands,Male
,,,,,,,,,,,,,,,Powerlifting,32,United States of America,Male
,,,,,,,,,,,,,,,Triathlon,30,Germany,Male
,,,,,,,,,,,,,,,Athletics,37,Germany,Male
,,,,,,,,,,,,,,,Equestrian,25,Austria,Female
,,,,,,,,,,,,,,,Athletics,38,Poland,Male
,,,,,,,,,,,,,,,Swimming,23,Italy,Female
,,,,,,,,,,,,,,,Wheelchair Basketball,35,United States of America,Male
,,,,,,,,,,,,,,,Badminton,40,Turkey,Female
,,,,,,,,,,,,,,,Shooting,48,Germany,Female
,,,,,,,,,,,,,,,Triathlon,31,United States of America,Female
,,,,,,,,,,,,,,,Badminton,50,Germany,Female
,,,,,,,,,,,,,,,Table Tennis,19,United States of America,Male
,,,,,,,,,,,,,,,Canoe Sprint,34,Australia,Female
,,,,,,,,,,,,,,,Athletics,33,Greece,Male
,,,,,,,,,,,,,,,Wheelchair Basketball,38,Algeria,Female
,,,,,,,,,,,,,,,Archery,27,Malaysia,Male
,,,,,,,,,,,,,,,Wheelchair Basketball,44,Algeria,Female
,,,,,,,,,,,,,,,Swimming,33,Ukraine,Male
,,,,,,,,,,,,,,,Goalball,26,RPC,Female
,,,,,,,,,,,,,,,Swimming,23,Latvia,Male
,,,,,,,,,,,,,,,Cycling Road,34,RPC,Male
,,,,,,,,,,,,,,,Equestrian,17,Italy,Female
,,,,,,,,,,,,,,,Archery,26,Turkey,Female
,,,,,,,,,,,,,,,Cycling Road,32,Germany,Male
,,,,,,,,,,,,,,,Cycling Track,32,Germany,Male
,,,,,,,,,,,,,,,Athletics,30,Ukraine,Male
,,,,,,,,,,,,,,,Table Tennis,34,Republic of Korea,Female
,,,,,,,,,,,,,,,Shooting,49,Republic of Korea,Male
,,,,,,,,,,,,,,,Wheelchair Tennis,28,Chile,Male
,,,,,,,,,,,,,,,Swimming,17,Ukraine,Male
,,,,,,,,,,,,,,,Athletics,35,Czech Republic,Male
,,,,,,,,,,,,,,,Cycling Road,53,United States of America,Female
,,,,,,,,,,,,,,,Wheelchair Basketball,33,United States of America,Male
,,,,,,,,,,,,,,,Swimming,20,Japan,Female
,,,,,,,,,,,,,,,Powerlifting,21,Chile,Female
,,,,,,,,,,,,,,,Swimming,22,Colombia,Male
,,,,,,,,,,,,,,,Canoe Sprint,23,Japan,Female
,,,,,,,,,,,,,,,Athletics,24,Indonesia,Female
,,,,,,,,,,,,,,,Judo,20,Japan,Male
,,,,,,,,,,,,,,,Athletics,29,Greece,Male
,,,,,,,,,,,,,,,Athletics,52,United States of America,Male
,,,,,,,,,,,,,,,Taekwondo,29,Senegal,Male
,,,,,,,,,,,,,,,Swimming,25,RPC,Female
,,,,,,,,,,,,,,,Wheelchair Fencing,24,RPC,Male
,,,,,,,,,,,,,,,Table Tennis,21,Great Britain,Female
,,,,,,,,,,,,,,,Taekwondo,27,Islamic Republic of Iran,Female
,,,,,,,,,,,,,,,Cycling Road,23,Malaysia,Male
,,,,,,,,,,,,,,,Cycling Track,23,Malaysia,Male
,,,,,,,,,,,,,,,Athletics,23,RPC,Female
,,,,,,,,,,,,,,,Swimming,33,Israel,Male
,,,,,,,,,,,,,,,Swimming,16,Azerbaijan,Female
,,,,,,,,,,,,,,,Equestrian,40,Saudi Arabia,Male
,,,,,,,,,,,,,,,Judo,31,Uzbekistan,Male
,,,,,,,,,,,,,,,Athletics,32,RPC,Male
,,,,,,,,,,,,,,,Athletics,37,RPC,Male
,,,,,,,,,,,,,,,Swimming,24,United States of America,Male
,,,,,,,,,,,,,,,Swimming,47,Belarus,Female
,,,,,,,,,,,,,,,Cycling Road,26,Canada,Female
,,,,,,,,,,,,,,,Cycling Track,26,Canada,Female
,,,,,,,,,,,,,,,Wheelchair Tennis,31,Canada,Male
,,,,,,,,,,,,,,,Swimming,17,Great Britain,Female
,,,,,,,,,,,,,,,Shooting,53,Israel,Male
,,,,,,,,,,,,,,,Swimming,19,Belarus,Male
,,,,,,,,,,,,,,,Shooting,21,Ukraine,Female
,,,,,,,,,,,,,,,Swimming,20,RPC,Female
,,,,,,,,,,,,,,,Equestrian,40,Canada,Female
,,,,,,,,,,,,,,,Archery,54,United States of America,Male
,,,,,,,,,,,,,,,Badminton,23,Great Britain,Male
,,,,,,,,,,,,,,,Swimming,17,United States of America,Female
,,,,,,,,,,,,,,,Rowing,19,Ukraine,Female
,,,,,,,,,,,,,,,Judo,19,Uzbekistan,Female
,,,,,,,,,,,,,,,Canoe Sprint,23,Uzbekistan,Male
,,,,,,,,,,,,,,,Sitting Volleyball,27,RPC,Male
,,,,,,,,,,,,,,,Swimming,22,RPC,Female
,,,,,,,,,,,,,,,Judo,32,RPC,Male
,,,,,,,,,,,,,,,Powerlifting,24,Ukraine,Female
,,,,,,,,,,,,,,,Athletics,23,People's Republic of China,Female
,,,,,,,,,,,,,,,Sitting Volleyball,24,United States of America,Female
,,,,,,,,,,,,,,,Archery,38,RPC,Male
,,,,,,,,,,,,,,,Archery,38,Japan,Female
,,,,,,,,,,,,,,,Athletics,34,Namibia,Male
,,,,,,,,,,,,,,,Table Tennis,22,Great Britain,Male
,,,,,,,,,,,,,,,Shooting,47,Republic of Korea,Male
,,,,,,,,,,,,,,,Wheelchair Rugby,45,Japan,Male
,,,,,,,,,,,,,,,Wheelchair Basketball,38,Japan,Female
,,,,,,,,,,,,,,,Badminton,33,Republic of Korea,Male
,,,,,,,,,,,,,,,Athletics,24,Japan,Male
,,,,,,,,,,,,,,,Athletics,24,RPC,Male
,,,,,,,,,,,,,,,Judo,28,Azerbaijan,Male
,,,,,,,,,,,,,,,Swimming,23,RPC,Female
,,,,,,,,,,,,,,,Equestrian,33,United States of America,Female
,,,,,,,,,,,,,,,Shooting,34,Islamic Republic of Iran,Female
,,,,,,,,,,,,,,,Athletics,33,Ukraine,Female
,,,,,,,,,,,,,,,Wheelchair Tennis,40,Great Britain,Female
,,,,,,,,,,,,,,,Athletics,23,Ukraine,Female
,,,,,,,,,,,,,,,Athletics,29,Zimbabwe,Female
,,,,,,,,,,,,,,,Taekwondo,26,Ukraine,Male
,,,,,,,,,,,,,,,Athletics,32,RPC,Male
,,,,,,,,,,,,,,,Powerlifting,41,Ukraine,Female
,,,,,,,,,,,,,,,Cycling Road,37,RPC,Female
,,,,,,,,,,,,,,,Athletics,26,Great Britain,Male
,,,,,,,,,,,,,,,Swimming,17,RPC,Female
,,,,,,,,,,,,,,,Archery,32,RPC,Female
,,,,,,,,,,,,,,,Taekwondo,21,RPC,Male
,,,,,,,,,,,,,,,Athletics,31,United States of America,Male
,,,,,,,,,,,,,,,Athletics,35,Netherlands,Female
,,,,,,,,,,,,,,,Swimming,35,Malaysia,Male
,,,,,,,,,,,,,,,Table Tennis,44,Mexico,Female
,,,,,,,,,,,,,,,Equestrian,22,Italy,Female
,,,,,,,,,,,,,,,Swimming,25,Brazil,Male
,,,,,,,,,,,,,,,Wheelchair Tennis,37,Brazil,Male
,,,,,,,,,,,,,,,Shooting,56,Republic of Korea,Male
,,,,,,,,,,,,,,,Wheelchair Rugby,41,Canada,Male
,,,,,,,,,,,,,,,Table Tennis,40,Romania,Male
,,,,,,,,,,,,,,,Swimming,26,Great Britain,Female
,,,,,,,,,,,,,,,Athletics,23,Brazil,Female
,,,,,,,,,,,,,,,Goalball,30,United States of America,Male
,,,,,,,,,,,,,,,Athletics,21,India,Female
,,,,,,,,,,,,,,,Swimming,23,United States of America,Female
,,,,,,,,,,,,,,,Sitting Volleyball,22,Germany,Male
,,,,,,,,,,,,,,,Shooting,26,India,Male
,,,,,,,,,,,,,,,Archery,29,India,Male
,,,,,,,,,,,,,,,Shooting,38,India,Male
,,,,,,,,,,,,,,,Archery,34,Thailand,Male
,,,,,,,,,,,,,,,Swimming,28,Croatia,Male
,,,,,,,,,,,,,,,Wheelchair Tennis,37,Spain,Male
,,,,,,,,,,,,,,,Athletics,49,South Africa,Female
,,,,,,,,,,,,,,,Swimming,26,RPC,Male
,,,,,,,,,,,,,,,Rowing,31,Norway,Female
,,,,,,,,,,,,,,,Shooting,36,Great Britain,Male
,,,,,,,,,,,,,,,Judo,27,Great Britain,Male
,,,,,,,,,,,,,,,Athletics,22,Great Britain,Male
,,,,,,,,,,,,,,,Shooting,24,Bosnia and Herzegovina,Female
,,,,,,,,,,,,,,,Wheelchair Rugby,26,Denmark,Female
,,,,,,,,,,,,,,,Athletics,28,Lithuania,Male
,,,,,,,,,,,,,,,Sitting Volleyball,28,Canada,Female
,,,,,,,,,,,,,,,Athletics,23,RPC,Female
,,,,,,,,,,,,,,,Athletics,24,Poland,Female
,,,,,,,,,,,,,,,Athletics,24,Croatia,Male
,,,,,,,,,,,,,,,Judo,30,Kazakhstan,Male
,,,,,,,,,,,,,,,Athletics,27,Great Britain,Male
,,,,,,,,,,,,,,,Athletics,25,Greece,Female
,,,,,,,,,,,,,,,Athletics,23,Canada,Male
,,,,,,,,,,,,,,,Swimming,46,France,Male
,,,,,,,,,,,,,,,Swimming,19,RPC,Male
,,,,,,,,,,,,,,,Archery,24,RPC,Male
,,,,,,,,,,,,,,,Sitting Volleyball,39,RPC,Female
,,,,,,,,,,,,,,,Athletics,32,Great Britain,Female
,,,,,,,,,,,,,,,Goalball,22,Australia,Female
,,,,,,,,,,,,,,,Boccia,31,Great Britain,Male
,,,,,,,,,,,,,,,Swimming,24,United States of America,Female
,,,,,,,,,,,,,,,Rowing,27,United States of America,Female
,,,,,,,,,,,,,,,Wheelchair Rugby,29,Great Britain,Male
,,,,,,,,,,,,,,,Athletics,31,Great Britain,Male
,,,,,,,,,,,,,,,Swimming,32,United States of America,Female
,,,,,,,,,,,,,,,Shooting,45,Australia,Female
,,,,,,,,,,,,,,,Wheelchair Rugby,32,Canada,Male
,,,,,,,,,,,,,,,Swimming,57,Czech Republic,Male
,,,,,,,,,,,,,,,Swimming,34,Ukraine,Male
,,,,,,,,,,,,,,,Athletics,33,Ireland,Male
,,,,,,,,,,,,,,,Equestrian,32,Latvia,Male
,,,,,,,,,,,,,,,Football 5-a-side,21,Morocco,Male
,,,,,,,,,,,,,,,Triathlon,36,United States of America,Male
,,,,,,,,,,,,,,,Boccia,31,Brazil,Female
,,,,,,,,,,,,,,,Athletics,23,Brazil,Female
,,,,,,,,,,,,,,,Swimming,20,Brazil,Female
,,,,,,,,,,,,,,,Athletics,33,Poland,Male
,,,,,,,,,,,,,,,Taekwondo,19,Brazil,Male
,,,,,,,,,,,,,,,Shooting,47,Norway,Female
,,,,,,,,,,,,,,,Athletics,25,Serbia,Female
,,,,,,,,,,,,,,,Athletics,35,RPC,Male
,,,,,,,,,,,,,,,Athletics,17,Cuba,Male
,,,,,,,,,,,,,,,Swimming,19,Norway,Male
,,,,,,,,,,,,,,,Athletics,18,France,Female
,,,,,,,,,,,,,,,Powerlifting,31,Islamic Republic of Iran,Male
,,,,,,,,,,,,,,,Sitting Volleyball,33,Egypt,Male
,,,,,,,,,,,,,,,Powerlifting,26,Kazakhstan,Female
,,,,,,,,,,,,,,,Athletics,23,RPC,Female
,,,,,,,,,,,,,,,Judo,27,Ukraine,Male
,,,,,,,,,,,,,,,Powerlifting,42,Ukraine,Female
,,,,,,,,,,,,,,,Swimming,22,Mexico,Female
,,,,,,,,,,,,,,,Boccia,25,Thailand,Male
,,,,,,,,,,,,,,,Athletics,25,People's Republic of China,Male
,,,,,,,,,,,,,,,Swimming,24,People's Republic of China,Female
,,,,,,,,,,,,,,,Football 5-a-side,17,Japan,Male
,,,,,,,,,,,,,,,Swimming,23,Singapore,Female
,,,,,,,,,,,,,,,Cycling Road,52,Finland,Male
,,,,,,,,,,,,,,,Athletics,24,Kuwait,Male
,,,,,,,,,,,,,,,Athletics,21,Argentina,Male
,,,,,,,,,,,,,,,Athletics,30,Peru,Male
,,,,,,,,,,,,,,,Swimming,15,Belarus,Male
,,,,,,,,,,,,,,,Swimming,16,RPC,Male
,,,,,,,,,,,,,,,Powerlifting,42,Morocco,Female
,,,,,,,,,,,,,,,Goalball,25,Brazil,Male
,,,,,,,,,,,,,,,Athletics,29,Brazil,Male
,,,,,,,,,,,,,,,Swimming,17,Kazakhstan,Male
,,,,,,,,,,,,,,,Shooting,39,Poland,Male
,,,,,,,,,,,,,,,Wheelchair Tennis,21,Netherlands,Male
,,,,,,,,,,,,,,,Athletics,28,Montenegro,Male
,,,,,,,,,,,,,,,Athletics,23,Republic of Moldova,Female
,,,,,,,,,,,,,,,Canoe Sprint,22,Kazakhstan,Male
,,,,,,,,,,,,,,,Badminton,34,Thailand,Female
,,,,,,,,,,,,,,,Table Tennis,19,Thailand,Female
,,,,,,,,,,,,,,,Table Tennis,20,Great Britain,Male
,,,,,,,,,,,,,,,Swimming,34,Greece,Female
,,,,,,,,,,,,,,,Rowing,22,Great Britain,Male
,,,,,,,,,,,,,,,Athletics,23,Canada,Male
,,,,,,,,,,,,,,,Wheelchair Rugby,27,Great Britain,Male
,,,,,,,,,,,,,,,Triathlon,28,Great Britain,Female
,,,,,,,,,,,,,,,Athletics,21,New Zealand,Male
,,,,,,,,,,,,,,,Wheelchair Basketball,31,Canada,Female
,,,,,,,,,,,,,,,Athletics,63,Greece,Male
,,,,,,,,,,,,,,,Athletics,21,Greece,Male
,,,,,,,,,,,,,,,Athletics,37,Greece,Male
,,,,,,,,,,,,,,,Goalball,24,Germany,Male
,,,,,,,,,,,,,,,Judo,35,RPC,Female
,,,,,,,,,,,,,,,Swimming,17,Australia,Female
,,,,,,,,,,,,,,,Swimming,28,Ukraine,Female
,,,,,,,,,,,,,,,Athletics,20,New Zealand,Female
,,,,,,,,,,,,,,,Judo,32,Great Britain,Male
,,,,,,,,,,,,,,,Athletics,34,Canada,Male
,,,,,,,,,,,,,,,Shooting,42,Great Britain,Female
